sku,title,sdesc,desc,quantity,cost-price,price,image,sostav,Strana,Proizvoditel,Kornevai
1278-6,"Комплект постельного белья Евро, печатный сатин 1278-6","КПБ 1278-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1278-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1278-7,"Комплект постельного белья Семейный, печатный сатин 1278-7","КПБ 1278-7 (семейный), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5137.0,8217.0,http://asabella-life.ru/image/cache/data/06.2108/1278-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1279-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1279-4S","КПБ 1279-4S (1,5-спальный), 2 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1279-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1279-6/160,"Комплект постельного белья Евро, печатный сатин 1279-6/160","КПБ 1279-6/160 (евро), 4 наволочки ПРОСТЫНЯ НА РЕЗИНКЕ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня на резинке 160х200 см, для матрасов высотой до 25 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1279-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1279-6/180,"Комплект постельного белья Евро, печатный сатин 1279-6/180","КПБ 1279-6/180 (евро), 4 наволочки ПРОСТЫНЯ НА РЕЗИНКЕ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня на резинке 180х200 см, для матрасов высотой до 25 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1279-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1279-6,"Комплект постельного белья Евро, печатный сатин 1279-6","КПБ 1279-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1279-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1279-7,"Комплект постельного белья Семейный, печатный сатин 1279-7","КПБ 1279-7 (семейный), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5137.0,8217.0,http://asabella-life.ru/image/cache/data/06.2108/1279-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1280-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1280-4S","КПБ 1280-4S (1,5-спальный), 2 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1280-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1280-6,"Комплект постельного белья Евро, печатный сатин 1280-6","КПБ 1280-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1280-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1280-7,"Комплект постельного белья Семейный, печатный сатин 1280-7","КПБ 1280-7 (семейный), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5137.0,8217.0,http://asabella-life.ru/image/cache/data/06.2108/1280-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1281-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1281-4S","КПБ 1281-4S (1,5-спальный), 2 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1281-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1281-6,"Комплект постельного белья Евро, печатный сатин 1281-6","КПБ 1281-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1281-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1282-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1282-4S","КПБ 1282-4S (1,5-спальный), 2 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1282-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1282-6,"Комплект постельного белья Евро, печатный сатин 1282-6","КПБ 1282-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1282-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1283-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1283-4S","КПБ 1283-4S (1,5-спальный), 2 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1283-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1283-6/160,"Комплект постельного белья Евро, печатный сатин 1283-6/160","КПБ 1283-6/160 (евро), 4 наволочки ПРОСТЫНЯ НА РЕЗИНКЕ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня на резинке 160х200 см, для матрасов высотой до 25 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4425.0,7080.0,http://asabella-life.ru/image/cache/data/06.2108/1283-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1283-6/180,"Комплект постельного белья Евро, печатный сатин 1283-6/180","КПБ 1283-6/180 (евро), 4 наволочки ПРОСТЫНЯ НА РЕЗИНКЕ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня на резинке 180х200 см, для матрасов высотой до 25 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4425.0,7080.0,http://asabella-life.ru/image/cache/data/06.2108/1283-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1283-6,"Комплект постельного белья Евро, печатный сатин 1283-6","КПБ 1283-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4425.0,7080.0,http://asabella-life.ru/image/cache/data/06.2108/1283-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1283-7,"Комплект постельного белья Семейный, печатный сатин 1283-7","КПБ 1283-7 (семейный), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5511.0,8818.0,http://asabella-life.ru/image/cache/data/06.2108/1283-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1284-6,"Комплект постельного белья Евро, печатный сатин 1284-6","КПБ 1284-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4425.0,7080.0,http://asabella-life.ru/image/cache/data/06.2108/1284-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1285-6,"Комплект постельного белья Евро, печатный сатин 1285-6","КПБ 1285-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1285-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1285-7,"Комплект постельного белья Семейный, печатный сатин 1285-7","КПБ 1285-7 (семейный), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5137.0,8217.0,http://asabella-life.ru/image/cache/data/06.2108/1285-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1286-6,"Комплект постельного белья Евро, печатный сатин 1286-6","КПБ 1286-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1286-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1287-6,"Комплект постельного белья Евро, печатный сатин 1287-6","КПБ 1287-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1287-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1288-6,"Комплект постельного белья Евро, печатный сатин 1288-6","КПБ 1288-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1288-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1288-7,"Комплект постельного белья Семейный, печатный сатин 1288-7","КПБ 1288-7 (семейный), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,5137.0,8217.0,http://asabella-life.ru/image/cache/data/06.2108/1288-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1289-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1289-4S","КПБ 1289-4S (1,5-спальный), 2 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1289-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1289-6,"Комплект постельного белья Евро, печатный сатин 1289-6","КПБ 1289-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1289-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1290-6/160,"Комплект постельного белья Евро, печатный сатин 1290-6/160","КПБ 1290-6/160 (евро), 4 наволочки ПРОСТЫНЯ НА РЕЗИНКЕ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня на резинке 160х200 см, для матрасов высотой до 25 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/1290-site-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
